Report Title,Type,Field Name,Field Description,Order,Order of Report in System
Daily>By Line Item>Adjustments,Columns,Contracted Ind,Contracted Payer Indicator,186,63
Daily>By Line Item>Adjustments,Columns,Sec Payer,Secondary Payer Name,187,63
Daily>By Line Item>Adjustments,Columns,Sec Payer Addr 1,,188,63
Daily>By Line Item>Adjustments,Columns,Sec Payer City,,189,63
Daily>By Line Item>Adjustments,Columns,Sec Payer State,,190,63
Daily>By Line Item>Adjustments,Columns,Sec Payer Zip,,191,63
Daily>By Line Item>Adjustments,Columns,Sec Payer Coot,,192,63
Daily>By Line Item>Adjustments,Columns,Sec Payer Coot Pho,,193,63
Daily>By Line Item>Adjustments,Columns,Sec Payer Fax,,194,63
Daily>By Line Item>Adjustments,Columns,Sec Contracted Ind,Secondary Contracted Payer Indicator,195,63
Daily>By Line Item>Adjustments,Columns,Tert Payer,Tertiary Payer Name,196,63
Daily>By Line Item>Adjustments,Columns,Tert Payer Addr 1,,197,63
Daily>By Line Item>Adjustments,Columns,Tert Payer City,,198,63
Daily>By Line Item>Adjustments,Columns,Sec Payer Fax,,199,63
Daily>By Line Item>Adjustments,Columns,Sec Contracted Ind,Secondary Contracted Payer Indicator,200,63
Daily>By Line Item>Adjustments,Columns,Tert Payer,Tertian/ Payer Name,201,63
Daily>By Line Item>Adjustments,Columns,Tert Payer Addr 1,,202,63
Daily>By Line Item>Adjustments,Columns,Tert Payer City,,203,63
Daily>By Line Item>Adjustments,Columns,Tert Payer State,,204,63
Daily>By Line Item>Adjustments,Columns,Tert Payer Zip,,205,63
Daily>By Line Item>Adjustments,Columns,Tert Payer Cont,,206,63
Daily>By Line Item>Adjustments,Columns,Tert Payer Cont Pho..,,207,63
Daily>By Line Item>Adjustments,Columns,Tert Payer Fax,,208,63
Daily>By Line Item>Adjustments,Columns,Tert Contracted Ind,Tertian/ Contracted Payer Indicator,209,63
Daily>By Line Item>Adjustments,Columns,Community Code,Community Code,210,63
Daily>By Line Item>Adjustments,Columns,Ent BG Nbr,,211,63
Daily>By Line Item>Adjustments,Columns,Ent BG Date,,212,63
Daily>By Line Item>Adjustments,Columns,Prim Enc Rate SIM,Primary Encounter Rate Service Item,213,63
Daily>By Line Item>Adjustments,Columns,Prim Enc Rate Amt,Primary Encounter Rate Amount,214,63
Daily>By Line Item>Adjustments,Columns,Sec Enc Rate SIM,Secondary Encounter Rate Service Item,215,63
Daily>By Line Item>Adjustments,Columns,Sec Enc Rate Amt,Secondary Encounter Rate Amount,216,63
Daily>By Line Item>Adjustments,Columns,Ter Enc Rate SIM,Tertiary Encounter Rate Service Item,217,63
Daily>By Line Item>Adjustments,Columns,Ter Enc Rate Amt,Tertian/ Encounter Rate Amt,218,63
Daily>By Line Item>Adjustments,Columns,Batch Category,,219,63
Daily>By Line Item>Adjustments,Filter 1,Past Date,,220,63
Daily>By Line Item>Adjustments,Filter 1,Process Date,,221,63
Daily>By Line Item>Adjustments,Filter 1,Tran Date,,222,63
Daily>By Line Item>Adjustments,Filter 1,Outsource Date,,223,63
Daily>By Line Item>Adjustments,Filter 1,Transaction Type,,224,63
Daily>By Line Item>Adjustments,Filter 1,Slide %,,225,63
Daily>By Line Item>Adjustments,Filter 1,Unposted Tran…,,226,63
Daily>By Line Item>Adjustments,Filter 1,Unapplied Tran..,,227,63
Daily>By Line Item>Adjustments,Filter 1,Outsource ,,228,63
Daily>By Line Item>Adjustments,Settings List,Creater,,229,63
Daily>By Line Item>Adjustments,Settings List,Department,,230,63
Daily>By Line Item>Adjustments,Settings List,Diagnosis Category,,231,63
Daily>By Line Item>Adjustments,Settings List,Diagnosis Codes,,232,63
Daily>By Line Item>Adjustments,Settings List,Diagnosis SubGroup 1,,233,63
Daily>By Line Item>Adjustments,Settings List,Diagnosis SubGroup 2,,234,63
Daily>By Line Item>Adjustments,Settings List,Fin Class,,235,63
Daily>By Line Item>Adjustments,Settings List,Location SubGrp 1,,236,63
Daily>By Line Item>Adjustments,Settings List,Location SubGrp 2,,237,63
Daily>By Line Item>Adjustments,Settings List,Locations,,238,63
Daily>By Line Item>Adjustments,Settings List,Marketing Plan Type,,239,63
Daily>By Line Item>Adjustments,Settings List,Patient Type,,240,63
Daily>By Line Item>Adjustments,Settings List,Payer SubGrp 1,,241,63
Daily>By Line Item>Adjustments,Settings List,Payer SubGrp 2,,242,63
Daily>By Line Item>Adjustments,Settings List,Payer ,,243,63
Daily>By Line Item>Adjustments,Settings List,Practices,,244,63
Daily>By Line Item>Adjustments,Settings List,Provider SubGrp 1,,245,63
Daily>By Line Item>Adjustments,Settings List,Provider SubGrp 2,,246,63
Daily>By Line Item>Adjustments,Settings List,Referring Phys,,247,63
Daily>By Line Item>Adjustments,Settings List,Rendering Phys,,248,63
Daily>By Line Item>Adjustments,Settings List,Service Item,,249,63
Daily>By Line Item>Adjustments,Settings List,Sliding Fee Schedules,,250,63
Daily>By Line Item>Payments,Columns,Prac Name,Practice Name,1,64
Daily>By Line Item>Payments,Columns,Sect Name,Section Name,2,64
Daily>By Line Item>Payments,Columns,Loc Name,Location Name,3,64
Daily>By Line Item>Payments,Columns,Location SubGrp 1,Location Subgrouping 1,4,64
Daily>By Line Item>Payments,Columns,Location SubGrp 2,Location Subgrouping 2,5,64
Daily>By Line Item>Payments,Columns,Post Date,,6,64
Daily>By Line Item>Payments,Columns,Proc Dt,Process Date,7,64
Daily>By Line Item>Payments,Columns,Ovr Proc Dt,,8,64
Daily>By Line Item>Payments,Columns,Bt Dt,Batch Date,9,64
Daily>By Line Item>Payments,Columns,Bt Nbr,Batch Number,10,64
Daily>By Line Item>Payments,Columns,Bt Desc,Batch Description,11,64
Daily>By Line Item>Payments,Columns,Track Desc,Tracking Description,12,64
Daily>By Line Item>Payments,Columns,Tran Notes,Transaction Notes,13,64
Daily>By Line Item>Payments,Columns,E/I/A/B,Source Number,14,64
Daily>By Line Item>Payments,Columns,Dtl E/I/A/B,,15,64
Daily>By Line Item>Payments,Columns,Src Type,Source Type,16,64
Daily>By Line Item>Payments,Columns,Name,Patient Name,17,64
Daily>By Line Item>Payments,Columns,Per Nbr,Person Number,18,64
Daily>By Line Item>Payments,Columns,Addr 1,Address 1,19,64
Daily>By Line Item>Payments,Columns,Addr 2,Address 2,20,64
Daily>By Line Item>Payments,Columns,City,City,21,64
Daily>By Line Item>Payments,Columns,State,State,22,64
Daily>By Line Item>Payments,Columns,City,City,23,64
Daily>By Line Item>Payments,Columns,State,State,24,64
Daily>By Line Item>Payments,Columns,Zip,Zip Code,25,64
Daily>By Line Item>Payments,Columns,County,County,26,64
Daily>By Line Item>Payments,Columns,Gender Desc,Gender Description,27,64
Daily>By Line Item>Payments,Columns,Birth Dt,Birth Date,28,64
Daily>By Line Item>Payments,Columns,Pat Age,Patient Age,29,64
Daily>By Line Item>Payments,Columns,Pat Age in Years,Patient Age in Years,30,64
Daily>By Line Item>Payments,Columns,Pat Age in Months,Patient Age in Months,31,64
Daily>By Line Item>Payments,Columns,Pat Age in Years (D..,Patient Age in Years on the Date Of Service,32,64
Daily>By Line Item>Payments,Columns,Pat Age in Months (D.,Patient Age in Months on the Date Of Service,33,64
Daily>By Line Item>Payments,Columns,Md Rc,Medical Record Number,34,64
Daily>By Line Item>Payments,Columns,Insured Name,,35,64
Daily>By Line Item>Payments,Columns,Pat Type,Patient Type,36,64
Daily>By Line Item>Payments,Columns,Case Nbr,Case Management Number,37,64
Daily>By Line Item>Payments,Columns,Case Desc,Case Management Description,38,64
Daily>By Line Item>Payments,Columns,Case Sts,Case Management Status,39,64
Daily>By Line Item>Payments,Columns,Case Emp,Case Management Employer,40,64
Daily>By Line Item>Payments,Columns,Billed Amt,Billed Amount,41,64
Daily>By Line Item>Payments,Columns,Aprv Amt,Approved Amount,42,64
Daily>By Line Item>Payments,Columns,Alwd Amt,Allowed Amount,43,64
Daily>By Line Item>Payments,Columns,Tran Dt,Transaction Date,44,64
Daily>By Line Item>Payments,Columns,Alwd Amt,Allowed Amount,45,64
Daily>By Line Item>Payments,Columns,Tran Dt,Transaction Date,46,64
Daily>By Line Item>Payments,Columns,Tran Cd,Transaction Code,47,64
Daily>By Line Item>Payments,Columns,Resp Nbr,Credit Card Transaction Response Number,48,64
Daily>By Line Item>Payments,Columns,Pay Amt,Payment Amount,49,64
Daily>By Line Item>Payments,Columns,Tran Status,Transaction Status,50,64
Daily>By Line Item>Payments,Columns,Rsn Cds/Remarks,,51,64
Daily>By Line Item>Payments,Columns, Det Amt,Deductible Amount,52,64
Daily>By Line Item>Payments,Columns,Source,,53,64
Daily>By Line Item>Payments,Columns,Dt of Svc,Date of Service,54,64
Daily>By Line Item>Payments,Columns,CPT4,,55,64
Daily>By Line Item>Payments,Columns,CPT4 Desc,CPT4 Description,56,64
Daily>By Line Item>Payments,Columns,Lib Name,Library Name,57,64
Daily>By Line Item>Payments,Columns,Sv It,Service Item ID,58,64
Daily>By Line Item>Payments,Columns,Sv It Desc,Service Item Description,59,64
Daily>By Line Item>Payments,Columns,Cob1 Amt,COB1 Amount,60,64
Daily>By Line Item>Payments,Columns,Cob2 Amt,COB2 Amount,61,64
Daily>By Line Item>Payments,Columns,Cob3 Amt,COB3 Amount,62,64
Daily>By Line Item>Payments,Columns,Pat Amt,Patient Amount,63,64
Daily>By Line Item>Payments,Columns,Bad Debt,,64,64
Daily>By Line Item>Payments,Columns,Self Less Bad Debt,,65,64
Daily>By Line Item>Payments,Columns,Unit Price,Charge Unit Price,66,64
Daily>By Line Item>Payments,Columns,Self Less Bad Debt,,67,64
Daily>By Line Item>Payments,Columns,Unit Price,Charge Unit Price,68,64
Daily>By Line Item>Payments,Columns,Count,Count,69,64
Daily>By Line Item>Payments,Columns,Pet Poverty,Percent of Poverty,70,64
Daily>By Line Item>Payments,Columns,Poverty Cat,Poverty Category,71,64
Daily>By Line Item>Payments,Columns,Work RVU,RVU 1,72,64
Daily>By Line Item>Payments,Columns,Work RVU Total,RVU 1 Total,73,64
Daily>By Line Item>Payments,Columns,Non Facility PE RVU,RVU 2,74,64
Daily>By Line Item>Payments,Columns,Non Facility PE RVU.,RVU 2 Total,75,64
Daily>By Line Item>Payments,Columns,Facility PE RVU,RVU 3,76,64
Daily>By Line Item>Payments,Columns,Facility PE RVU Total,RVU 3 Total,77,64
Daily>By Line Item>Payments,Columns,2012 Work RVU,RVU 4,78,64
Daily>By Line Item>Payments,Columns,2012 Work RVU Total,RVU 4 Total,79,64
Daily>By Line Item>Payments,Columns,2013 Work RVU,RVU 5,80,64
Daily>By Line Item>Payments,Columns,2013 Work RVU Total,RVU 5 Total,81,64
Daily>By Line Item>Payments,Columns,2014 Work RVU,RVU 6,82,64
Daily>By Line Item>Payments,Columns,2014 Work RVU Total,RVU 6 Total,83,64
Daily>By Line Item>Payments,Columns,RVU 7,RVU 7,84,64
Daily>By Line Item>Payments,Columns,RVU Total 7,RVU 7 Total,85,64
Daily>By Line Item>Payments,Columns,RVU 8,RVU 8,86,64
Daily>By Line Item>Payments,Columns,RVU Total 8,RVU 8 Total,87,64
Daily>By Line Item>Payments,Columns,RVU Total 8,RVU 8 Total,88,64
Daily>By Line Item>Payments,Columns,Diag Cat 1,Diagnosis Category 1,89,64
Daily>By Line Item>Payments,Columns,Diag Cat 2,Diagnosis Category 2,90,64
Daily>By Line Item>Payments,Columns,Diag Cat 3,Diagnosis Category 3,91,64
Daily>By Line Item>Payments,Columns,Diag Cat 4,Diagnosis Category 4,92,64
Daily>By Line Item>Payments,Columns,Diag 1,Diagnosis Code 1,93,64
Daily>By Line Item>Payments,Columns,Diag 2,Diagnosis Code 2,94,64
Daily>By Line Item>Payments,Columns,Diag 3,Diagnosis Code 3,95,64
Daily>By Line Item>Payments,Columns,Diag 4,Diagnosis Code 4,96,64
Daily>By Line Item>Payments,Columns,Diag Desc 1,Diagnosis Description 1,97,64
Daily>By Line Item>Payments,Columns,Diag Desc 2,Diagnosis Description 2,98,64
Daily>By Line Item>Payments,Columns,Diag Desc 3,Diagnosis Description 3,99,64
Daily>By Line Item>Payments,Columns,Diag Desc 4,Diagnosis Description 4,100,64
Daily>By Line Item>Payments,Columns,Diag Sub1 Grp 1,Diagnosis Sub1 Grouping 1,101,64
Daily>By Line Item>Payments,Columns,Diag Sub2 Grp 1,Diagnosis Sub2 Grouping 1,102,64
Daily>By Line Item>Payments,Columns,Diag Sub1 Grp 2,Diagnosis Sub1 Grouping 2,103,64
Daily>By Line Item>Payments,Columns,Diag Sub2 Grp 2,Diagnosis Sub2 Grouping 2,104,64
Daily>By Line Item>Payments,Columns,Diag Sub1 Grp 3,Diagnosis Sub1 Grouping 3,105,64
Daily>By Line Item>Payments,Columns,Diag Sub2 Grp 3,Diagnosis Sub2 Grouping 3,106,64
Daily>By Line Item>Payments,Columns,Diag Sub1 Grp 4,Diagnosis Sub1 Grouping 4,107,64
Daily>By Line Item>Payments,Columns,Diag Sub2 Grp 4,Diagnosis Sub2 Grouping 4,108,64
Daily>By Line Item>Payments,Columns,Diag Type 1,Diagnosis Type 1,109,64
Daily>By Line Item>Payments,Columns,Diag Sub2 Grp 4,Diagnosis Sub2 Grouping 4,110,64
Daily>By Line Item>Payments,Columns,Diag Type 1,Diagnosis Type 1,111,64
Daily>By Line Item>Payments,Columns,Diag Type 2,Diagnosis Type 2,112,64
Daily>By Line Item>Payments,Columns,Diag Type 3,Diagnosis Type 3,113,64
Daily>By Line Item>Payments,Columns,Diag Type 4,Diagnosis Type 4,114,64
Daily>By Line Item>Payments,Columns,Department,Service Item Department,115,64
Daily>By Line Item>Payments,Columns,Modality,Service Item Modality,116,64
Daily>By Line Item>Payments,Columns,Component,Service Item Component,117,64
Daily>By Line Item>Payments,Columns,Place Of Serv,Place Of Service,118,64
Daily>By Line Item>Payments,Columns,Rv Cd,Service Item Revenue Code,119,64
Daily>By Line Item>Payments,Columns,Aft Care,Service Item After Care Days,120,64
Daily>By Line Item>Payments,Columns,Payer Name,Payer Name,121,64
Daily>By Line Item>Payments,Columns,Fin Class,Financial Class,122,64
Daily>By Line Item>Payments,Columns,Rendering,Charge Rendering Provider,123,64
Daily>By Line Item>Payments,Columns,Enc Rendering,Encounter Rendering Provider,124,64
Daily>By Line Item>Payments,Columns,Provider SubGrp 1,Provider Subgrouping 1,125,64
Daily>By Line Item>Payments,Columns,Provider SubGrp 2,Provider Subgrouping 2,126,64
Daily>By Line Item>Payments,Columns,Addtl Prov,Addtl Provider,127,64
Daily>By Line Item>Payments,Columns,Admitting,Admitting Provider,128,64
Daily>By Line Item>Payments,Columns,Fst Consult,First Consulting Provider,129,64
Daily>By Line Item>Payments,Columns,Sec Consult,Second Consulting Provider,130,64
Daily>By Line Item>Payments,Columns,Enc Referring,Encounter Referring Provider,131,64
Daily>By Line Item>Payments,Columns,Sec Consult,Second Consulting Provider,132,64
Daily>By Line Item>Payments,Columns,Enc Referring,Encounter Referring Provider,133,64
Daily>By Line Item>Payments,Columns,Chg Referring,Charge Referring Provider,134,64
Daily>By Line Item>Payments,Columns,Supervisor,Supervising Provider,135,64
Daily>By Line Item>Payments,Columns,Facility,Facility,136,64
Daily>By Line Item>Payments,Columns,Inv Desc 1,Invoice Description 1,137,64
Daily>By Line Item>Payments,Columns,Inv Desc 2,Invoice Description 2,138,64
Daily>By Line Item>Payments,Columns,First Bill Dt,Final Bill Date,139,64
Daily>By Line Item>Payments,Columns,Lst Bill Dt,Last Bill Date,140,64
Daily>By Line Item>Payments,Columns,Qual Enc,Qualifying Encounter Indicator,141,64
Daily>By Line Item>Payments,Columns,Charge Notes,Notes,142,64
Daily>By Line Item>Payments,Columns,RV Desc,,143,64
Daily>By Line Item>Payments,Columns,Value Code,,144,64
Daily>By Line Item>Payments,Columns,Occur Code,,145,64
Daily>By Line Item>Payments,Columns,Out,Outsource Indicator,146,64
Daily>By Line Item>Payments,Columns,Out Dt,Outsource Date,147,64
Daily>By Line Item>Payments,Columns,Out Agency,Outsource Agency,148,64
Daily>By Line Item>Payments,Columns,Col Agency,Collection Agency,149,64
Daily>By Line Item>Payments,Columns,Reminder Call Opt 0.,Enterprise Client Defined 1,150,64
Daily>By Line Item>Payments,Columns,Base Unit,Base Unit,151,64
Daily>By Line Item>Payments,Columns,Beg Tm,Begin Time,152,64
Daily>By Line Item>Payments,Columns,End Tm,End Time,153,64
Daily>By Line Item>Payments,Columns,Beg Tm,Begin Time,154,64
Daily>By Line Item>Payments,Columns,End Tm,End Time,155,64
Daily>By Line Item>Payments,Columns,Tot Tm,Total Time,156,64
Daily>By Line Item>Payments,Columns,Alt Code,Alternate Code,157,64
Daily>By Line Item>Payments,Columns,Mrkt Ran Name,Marketing Ran Name,158,64
Daily>By Line Item>Payments,Columns,Mrkt Ran Type,Marketing Ran Type,159,64
Daily>By Line Item>Payments,Columns,Mrkt Desc,Marketing Description,160,64
Daily>By Line Item>Payments,Columns,Mrkt Comments,Marketing Ran Comments,161,64
Daily>By Line Item>Payments,Columns,Diag1 Rsk Ind,Diagnosis 1 Risk Indicator,162,64
Daily>By Line Item>Payments,Columns,Diag2 Rsk Ind,Diagnosis 2 Risk Indicator,163,64
Daily>By Line Item>Payments,Columns,Diag3 Rsk Ind,Diagnosis 3 Risk Indicator,164,64
Daily>By Line Item>Payments,Columns,Diag4 Rsk Ind,Diagnosis 4 Risk Indicator,165,64
Daily>By Line Item>Payments,Columns,Crt Dt,Create Date,166,64
Daily>By Line Item>Payments,Columns,Created By,Created By,167,64
Daily>By Line Item>Payments,Columns,Mod Dt,Last Modified Date,168,64
Daily>By Line Item>Payments,Columns,Modified By,Last Modified By,169,64
Daily>By Line Item>Payments,Columns,Prim Payer,Primary Payer Name,170,64
Daily>By Line Item>Payments,Columns,Prim Payer Addr 1,,171,64
Daily>By Line Item>Payments,Columns,Prim Payer City,,172,64
Daily>By Line Item>Payments,Columns,Prim Payer State,,173,64
Daily>By Line Item>Payments,Columns,Prim Payer Zip,,174,64
Daily>By Line Item>Payments,Columns,Prim Payer Cont,,175,64
Daily>By Line Item>Payments,Columns,Prim Payer Zip,,176,64
Daily>By Line Item>Payments,Columns,Prim Payer Cont,,177,64
Daily>By Line Item>Payments,Columns,Prim Payer Coot Pho,,178,64
Daily>By Line Item>Payments,Columns,Prim Payer Fax,,179,64
Daily>By Line Item>Payments,Columns,Contracted Ind,Contracted Payer Indicator,180,64
Daily>By Line Item>Payments,Columns,Sec Payer,Secondary Payer Name,181,64
Daily>By Line Item>Payments,Columns,Sec Payer Addr 1,,182,64
Daily>By Line Item>Payments,Columns,Sec Payer City,,183,64
Daily>By Line Item>Payments,Columns,Sec Payer State,,184,64
Daily>By Line Item>Payments,Columns,Sec Payer Zip,,185,64
Daily>By Line Item>Payments,Columns,Sec Payer Cont,,186,64
Daily>By Line Item>Payments,Columns,Sec Payer Cont Pho,,187,64
Daily>By Line Item>Payments,Columns,Sec Payer Fax,,188,64
Daily>By Line Item>Payments,Columns,Sec Contracted Ind,Secondary Contracted Payer Indicator,189,64
Daily>By Line Item>Payments,Columns,Tert Payer,Tertiary Payer Name,190,64
Daily>By Line Item>Payments,Columns,Tert Payer Addr 1,,191,64
Daily>By Line Item>Payments,Columns,Tert Payer City,,192,64
Daily>By Line Item>Payments,Columns,Tert Payer State,,193,64
Daily>By Line Item>Payments,Columns,Tert Payer Zip,,194,64
Daily>By Line Item>Payments,Columns,Tert Payer Cont,,195,64
Daily>By Line Item>Payments,Columns,Tert Payer Cont Pho,,196,64
Daily>By Line Item>Payments,Columns,Tert Payer Fax,,197,64
Daily>By Line Item>Payments,Columns,Tert Payer,Tertiary Payer Name,198,64
Daily>By Line Item>Payments,Columns,Tert Payer Addr 1,,199,64
Daily>By Line Item>Payments,Columns,Tert Payer City,,200,64
Daily>By Line Item>Payments,Columns,Tert Payer State,,201,64
Daily>By Line Item>Payments,Columns,Tert Payer Zip,,202,64
Daily>By Line Item>Payments,Columns,Tert Payer Coot,,203,64
Daily>By Line Item>Payments,Columns,Tert Payer Coot Pho .,,204,64
Daily>By Line Item>Payments,Columns,Tert Payer Fax,,205,64
Daily>By Line Item>Payments,Columns,Tert Contracted Ind,Tertiary Contracted Payer Indicator,206,64
Daily>By Line Item>Payments,Columns,Community Code,Community Code,207,64
Daily>By Line Item>Payments,Columns,Ent BG Nbr,,208,64
Daily>By Line Item>Payments,Columns,Ent BG Date,,209,64
Daily>By Line Item>Payments,Columns,Prim Enc Rate SIM,Primary Encounter Rate Service Item,210,64
Daily>By Line Item>Payments,Columns,Prim Enc Rate Amt,Primary Encounter Rate Amount,211,64
